"","...1","program","parent_project","project","station_name","year","month","date","collection_time","collection_depth","unit_collection_depth","collection_replicate","lab_replicate","tox_batch","matrix_name","method_name","tox_test_dur_code","organism_name","analyte","unit","wq_source","time_point_name","result","result_qual_code","tox_result_qa_code","qa_code","sample_agency","group_samples","collection_method_name","latitude","longitude","collection_device_description","position_water_column","tie_narrative","dilution","tox_point_method","treatment","unit_treatment","treatment_concentration","lab_agency","submitting_agency","tox_batch_start_date","ref_tox_batch","organism_age_at_test_start","occupation_method","starting_bank","distance_from_bank","unit_distance_from_bank","stream_width","unit_stream_width","station_water_depth","unit_station_water_depth","hydro_mod","hydro_mod_loc","pct_control","rep_count","mean","std_dev","stat_method","probability","alphalevel","eval_threshold","msd","sig_effect_code","channel_width","upstream_length","downstream_length","total_reach","calculated_value","percent_effect","dw_analyte_name","data_quality","data_quality_indicator","datum","year_num"
"314",23665,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1998","Spring Creek PP Discharge to Keswick Res.","1998","12","14",1899-12-30 09:45:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_121698","samplewater","Not Recorded","7 days","Pimephales promelas","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8.3,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",40.6296,-122.47,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Dec 16 1998 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1998
"315",23666,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","01","19",1899-12-30 07:30:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_012199","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Mortality/Normality","%","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jan 21 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"316",23667,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","01","19",1899-12-30 07:30:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_012199","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Reproduction","neonates/adult","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jan 21 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,26,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Reproduction","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"317",23668,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","01","19",1899-12-30 07:30:00,-88,"cm",1,NA,"SRWP_UCD-ATL_PP_012199","samplewater","Not Recorded","7 days","Pimephales promelas","Growth (wt/surv indiv)","mg/ind","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jan 21 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0.403,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Growth (wt/surv indiv)","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"318",23669,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","01","19",1899-12-30 07:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_012199","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8.4,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jan 21 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"319",23670,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","01","19",1899-12-30 07:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_012199","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","initial",7.99,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jan 21 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"320",23671,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","02","17",1899-12-30 11:50:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_021899","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","initial",7.76,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Feb 18 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"321",23672,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","02","17",1899-12-30 11:50:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_021899","samplewater","Not Recorded","7 days","Pimephales promelas","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8.3,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Feb 18 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"322",23673,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","02","17",1899-12-30 11:50:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_021899","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","initial",7.76,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Feb 18 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"323",23674,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","03","16",1899-12-30 07:30:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_031799","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Reproduction","neonates/adult","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Mar 17 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,23.5,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Reproduction","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"324",23675,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","04","20",1899-12-30 08:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_042299","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","initial",7.81,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Apr 22 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"325",23676,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","05","18",1899-12-30 08:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_PP_052099","samplewater","Not Recorded","7 days","Pimephales promelas","pH","none","overlyingwater","Day 7",7.71,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","May 20 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"326",23677,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","06","22",1899-12-30 18:45:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_062399","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Mortality/Normality","%","not applicable","Day 8",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jun 23 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"327",23678,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","06","22",1899-12-30 18:45:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_062399","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Reproduction","neonates/adult","not applicable","Day 8",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jun 23 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,32.4,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Reproduction","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"328",23679,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","06","22",1899-12-30 18:45:00,-88,"cm",1,NA,"SRWP_UCD-ATL_PP_062399","samplewater","Not Recorded","7 days","Pimephales promelas","Growth (wt/surv indiv)","mg/ind","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jun 23 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,0.319,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Growth (wt/surv indiv)","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"329",23680,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","06","22",1899-12-30 18:45:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_062399","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8.2,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jun 23 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"330",23681,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","07","20",1899-12-30 09:30:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_072299","samplewater","Not Recorded","6 days","Ceriodaphnia dubia","pH","none","overlyingwater","Day 6",7.81,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Jul 22 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"331",23682,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","09","21",1899-12-30 07:55:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_092399","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Reproduction","neonates/adult","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Sep 23 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,28,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Reproduction","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"332",23683,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","09","21",1899-12-30 07:55:00,-88,"cm",1,NA,"SRWP_UCD-ATL_SC_092399","samplewater","Not Recorded","4 days","Selenastrum capricornutum","Total Cell Count","cells/ml","not applicable","Day 4",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Sep 23 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,2826000,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Total Cell Count","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"333",23684,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","09","21",1899-12-30 07:55:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_092399","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","initial",7.92,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Sep 23 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"334",23685,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","09","21",1899-12-30 07:55:00,-88,"cm",1,0,"SRWP_UCD-ATL_SC_092399","samplewater","Not Recorded","4 days","Selenastrum capricornutum","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8.2,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Sep 23 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"335",23686,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","11","16",1899-12-30 08:00:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_111699","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Reproduction","neonates/adult","not applicable","Day 7",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Nov 16 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,29.9,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Reproduction","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"336",23687,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","11","16",1899-12-30 08:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_111699","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Oxygen, Dissolved, Not Recorded","mg/L","overlyingwater","initial",8.2,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Nov 16 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Oxygen, Dissolved","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"337",23688,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","American River at Discovery Park (SVWQC)","1999","11","16",1899-12-30 08:00:00,-88,"cm",1,0,"SRWP_UCD-ATL_CD_111699","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","pH","none","overlyingwater","initial",8.3,"=","NR","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.60195,-121.501117,"Individual Collection by bucket sampler","Not Applicable","No",100,"ToxWQMeasurement","None","none",0,"UCD-ATL","UCD-ATL","Nov 16 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"pH","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"338",23689,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Arcade Creek at Norwood Ave.","1999","01","19",1899-12-30 16:20:00,-88,"cm",1,NA,"SRWP_UCD-ATL_CD_012199","samplewater","Not Recorded","7 days","Ceriodaphnia dubia","Mortality/Normality","%","not applicable","Day 2",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jan 21 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,100,-88,"NR","Probability",0.05,-88,-88,"S",NA,NA,NA,NA,-88,-88,"Mortality/Normality","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
"339",23690,"Sacramento River Watershed Program","Sacramento River Watershed Program","Sacramento River Watershed Program 1999","Arcade Creek at Norwood Ave.","1999","01","19",1899-12-30 16:20:00,-88,"cm",1,NA,"SRWP_UCD-ATL_SC_012199","samplewater","Not Recorded","4 days","Selenastrum capricornutum","Total Cell Count","cells/ml","not applicable","Day 4",NA,NA,"q","NR","University of California Davis-Aquatic Toxicology Lab",NA,"Water_Grab",38.62445,-121.45586,"Individual Collection by bucket sampler","Not Applicable","No",100,"None","None","none",0,"UCD-ATL","UCD-ATL","Jan 21 1999 12:00AM","Not Recorded",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-88,-88,2636000,-88,"NR","Probability",0.05,-88,-88,"NS",NA,NA,NA,NA,-88,-88,"Total Cell Count","Unknown data quality","QACode:NR; BatchVerificationCode:NR","NAD83",1999
